0,1,2,3,4,5,
0.0124103,0.062632,882.726,420.07,0.108864,0.07616,
0.018037,0.0626089,871.711,418.127,0.109824,0.076448,
0.0120384,0.0685843,875.726,418.127,0.1064,0.075904,
0.00992512,0.0671864,875.726,420.067,0.108576,0.075648,
0.00926221,0.0640109,871.711,420.068,0.110144,0.07648,
0.00939955,0.0692377,871.719,418.126,0.109408,0.076064,
0.009663,0.06371,875.723,418.128,0.108352,0.072064,
0.00923326,0.063713,875.725,420.067,0.10896,0.076064,
0.00952488,0.0635867,871.71,420.071,0.108928,0.076288,
0.00929283,0.0662425,871.714,418.127,0.112256,0.076544,
0.0095481,0.0646156,875.725,418.126,0.109312,0.07648,
0.0108017,0.0620868,875.722,420.065,0.108864,0.088032,
0.00975392,0.0683576,871.713,420.067,0.109152,0.073888,
0.00984685,0.0723854,871.717,418.127,0.109728,0.109728,
0.0115714,0.0760166,875.724,418.128,0.106496,1.42876,
0.0102783,0.0799707,875.722,420.066,0.109632,0.075872,
0.00970971,0.075879,871.715,420.069,0.108864,0.075936,
0.00940211,0.0685745,871.717,418.134,0.109504,0.076576,
0.00983494,0.0624093,875.722,418.136,0.108096,0.075776,
0.00928434,0.0629473,875.726,420.079,0.109248,0.0752,
0.00937531,0.0649385,871.717,420.068,0.108992,0.075808,
0.0104127,0.0633279,871.717,418.127,0.109472,0.076576,
0.00935477,0.0643416,875.725,418.127,0.109536,0.076,
0.00984196,0.0644724,875.728,420.065,0.108864,0.076384,
0.00970541,0.0620936,871.721,420.068,0.109024,0.075584,
0.00943666,0.0609675,871.724,418.126,0.122784,0.076448,
0.00951589,0.0621337,875.726,418.126,0.109408,0.076352,
0.00936458,0.0662976,875.73,420.066,0.10864,0.076288,
0.00923316,0.0685137,871.725,420.068,0.1088,0.079456,
