0,1,2,3,4,5,
0.0102001,0.0206322,312.675,142.213,0.049152,0.040832,
0.00390915,0.0206041,294.77,141.554,0.043808,0.03728,
0.00392483,0.0207103,296.108,141.555,0.052352,0.039008,
0.00395263,0.0210527,296.111,142.212,0.05168,0.037248,
0.00403115,0.0215381,294.77,142.212,0.051776,0.037568,
0.0039086,0.0205551,294.769,141.555,0.051104,0.03728,
0.00399213,0.0211041,296.108,141.555,0.051904,0.036352,
0.00393508,0.0204391,296.109,142.211,0.052864,0.059648,
0.00390518,0.0232186,294.768,142.211,0.050912,0.040192,
0.00390478,0.0216423,294.776,141.555,0.052448,0.036576,
0.00329724,0.020755,296.12,141.554,0.051328,0.037952,
0.00321453,0.0206725,296.114,142.212,0.052416,0.036928,
0.00324298,0.02061,294.77,142.211,0.047744,0.036736,
0.00307961,0.0211605,294.771,141.556,0.05104,0.05104,
0.0030717,0.0215295,296.109,141.554,0.052096,1.38813,
0.00308163,0.0204511,296.111,142.211,0.053184,0.037856,
0.00306884,0.0204396,294.77,142.226,0.05104,0.038016,
0.00317657,0.020971,294.788,141.555,0.052224,0.038432,
0.00293987,0.0213595,296.11,141.553,0.052544,0.037888,
0.0029416,0.0222714,296.109,142.211,0.051168,0.0376,
0.00290232,0.021054,294.771,142.213,0.053088,0.037472,
0.00289795,0.0204907,294.771,141.555,0.051168,0.037696,
0.00304348,0.0211837,296.11,141.555,0.051424,0.037088,
0.00320188,0.0215541,296.109,142.215,0.052672,0.036224,
0.00317783,0.020717,294.771,142.215,0.05152,0.037696,
0.00296222,0.0205853,294.772,141.556,0.052096,0.036352,
0.00298869,0.0206798,296.107,141.556,0.051744,0.036896,
0.00296921,0.0209822,296.108,142.211,0.05184,0.037888,
0.00328796,0.0221889,294.769,142.213,0.051712,0.047168,
