0,1,2,3,4,5,
0.00944522,0.0637452,906.935,436.966,0.11616,0.078624,
0,1,2,3,4,5,
0.00279768,0.0153443,244.535,108.289,0.0416,0.026048,
0.00425312,0.015343,226.189,107.786,0.034144,0.031168,
0.00265689,0.0152891,225.428,107.789,0.03344,0.024928,
0.00261581,0.0170341,225.431,108.289,0.033664,0.024096,
0.0026152,0.0154556,224.41,108.288,0.033664,0.025216,
0.00261289,0.0164368,224.409,107.789,0.035008,0.025216,
0.00283635,0.0155481,225.428,107.799,0.044224,0.02464,
0.00320797,0.0154493,225.433,108.288,0.040992,0.0256,
0.00262488,0.015397,224.41,108.287,0.03296,0.025344,
0.00262077,0.0155212,224.407,107.787,0.034528,0.024704,
0.00261663,0.0155572,225.434,107.786,0.032832,0.038912,
0.00262038,0.0165455,225.431,108.289,0.03376,0.028032,
0.00261163,0.0176609,224.412,108.287,0.034432,0.024704,
0.00260853,0.0159222,224.424,107.789,0.033952,0.033952,
0.00264147,0.0153146,225.432,107.787,0.033664,0,
0.00205976,0.0154686,225.432,108.287,0.034016,0.024608,
0.00196412,0.0155788,224.411,108.288,0.034112,0.024096,
0.00193355,0.0161421,224.413,107.787,0.034016,0.024352,
0.00195089,0.0161357,225.43,107.789,0.033376,0.025312,
0.00196142,0.0156716,225.443,108.287,0.033504,0.024416,
0.00194427,0.0151527,224.41,108.29,0.034784,0.032896,
0.00233795,0.0153315,224.411,107.789,0.034016,0.025408,
0.00261796,0.0155674,225.431,107.789,0.03408,0.024544,
0.00239358,0.015389,225.432,108.287,0.03424,0.024608,
0.00201307,0.016435,224.411,108.288,0.033664,0.025408,
0.00198295,0.0154064,224.416,107.79,0.034432,0.025088,
0.00197396,0.0153184,225.427,107.787,0.03376,0.024448,
0.00193769,0.0155441,225.428,108.286,0.047616,0.025152,
0.00195132,0.0161004,224.411,108.288,0.033632,0.024672,
