0,1,2,3,4,5,
0.0246024,0.101897,1428.24,677.403,0.16288,0.112704,
0.0166363,0.1036,1406.66,674.277,0.155264,0.108512,
0.0141462,0.107426,1413.11,674.277,0.174688,0.105664,
0.0139865,0.119171,1413.11,677.403,0.163136,0.105952,
0.013868,0.135332,1406.65,677.403,0.163712,0.10576,
0.0141102,0.117306,1406.65,674.277,0.163456,0.106304,
0.015072,0.105869,1413.11,674.279,0.16384,0.112832,
0.0141732,0.0993474,1413.11,677.404,0.155392,0.11328,
0.0143525,0.105327,1406.65,677.402,0.155648,0.106272,
0.0145648,0.105347,1406.65,674.276,0.15616,0.113344,
0.0142044,0.102788,1413.11,674.277,0.15616,0.113376,
0.0138988,0.107219,1413.11,677.401,0.161056,0.113472,
0.0140266,0.10225,1406.66,677.402,0.158112,0.105952,
0.0154113,0.108181,1406.66,674.278,0.15808,0.15808,
0.0167298,0.102605,1413.11,674.278,0.15728,0,
0.0147082,0.10147,1413.11,677.402,0.156064,0.113792,
0.014146,0.104762,1406.65,677.402,0.156064,0.114176,
0.0140443,0.101108,1406.66,674.277,0.156576,0.106112,
0.0137929,0.101231,1413.11,674.279,0.155904,0.112224,
0.0142033,0.103054,1413.11,677.418,0.163296,0.11392,
0.0148045,0.100805,1406.65,677.401,0.162752,0.10544,
0.0140434,0.104119,1406.66,674.278,0.163136,0.112,
0.0142339,0.0998095,1413.11,674.277,0.160416,0.113536,
0.0140707,0.10278,1413.11,677.397,0.162272,0.113152,
0.0139056,0.100962,1406.65,677.402,0.155392,0.10576,
0.0138148,0.101715,1406.66,674.277,0.155552,0.112864,
0.0141376,0.102825,1413.11,674.276,0.163904,0.113024,
0.0149206,0.0993574,1413.11,677.404,0.16352,0.105664,
0.0144993,0.0991177,1406.65,677.403,0.162912,0.11376,
